architecture_id,technology_node_nm,supply_voltage,clock_mhz,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp
318,65,1.25,200,29.0161,24.3608,0.887299,756.392,4.671875,4.145351,19.36656
319,65,1.25,200,34.1067,27.5894,0.823667,724.106,4.5625,3.757979,17.145779
320,65,1.25,200,39.2761,30.418,0.759049,695.82,4.453125,3.380141,15.05219
321,65,1.25,200,42.6308,34.1218,0.717115,658.782,4.34375,3.114969,13.530647
322,65,1.25,200,48.5498,39.0051,0.643128,609.949,4.234375,2.723244,11.531236
323,65,1.25,200,51.0708,42.8665,0.611615,571.335,4.125,2.52291,10.407006
324,65,1.25,200,56.3062,46.3699,0.546173,536.301,4.015625,2.193225,8.807169
325,65,1.25,200,61.921,47.8938,0.475987,521.062,3.90625,1.859325,7.26299
326,65,1.25,200,64.7946,51.7575,0.440068,482.425,3.796875,1.670881,6.344128
327,65,1.25,200,68.8806,56.7738,0.388993,432.262,3.6875,1.434411,5.289389
328,65,1.25,200,74.9879,58.8613,0.312651,411.387,3.578125,1.118706,4.002869
329,65,1.25,200,79.5773,63.4763,0.255284,365.237,3.46875,0.885516,3.071632
330,65,1.25,200,82.8624,66.5834,0.21422,334.166,3.359375,0.719645,2.417556
331,65,1.25,200,88.873,69.758,0.139088,302.42,3.25,0.452036,1.469118
332,65,1.25,200,16.5094,11.0349,1.043633,889.651,4.890625,5.104018,24.961839
333,65,1.25,200,21.7579,15.8982,0.978026,841.018,4.78125,4.676189,22.358028
334,65,1.25,200,25.0654,19.1492,0.936683,808.508,4.671875,4.376065,20.44443
335,65,1.25,200,30.4141,21.9979,0.869824,780.021,4.5625,3.968572,18.106611
336,65,1.25,200,34.0242,25.1261,0.824697,748.739,4.453125,3.672479,16.354009
337,65,1.25,200,39.3845,28.9689,0.757694,710.311,4.34375,3.291232,14.296288
338,65,1.25,200,43.0212,32.1457,0.712235,678.543,4.234375,3.01587,12.770324
339,65,1.25,200,49.0764,38.0632,0.636544,619.368,4.125,2.625746,10.831201
340,65,1.25,200,53.4878,40.9778,0.581403,590.222,4.015625,2.334695,9.37526
341,65,1.25,200,56.8253,44.2377,0.539684,557.623,3.90625,2.108141,8.234924
342,65,1.25,200,62.6335,49.1114,0.467081,508.886,3.796875,1.773449,6.733565
343,65,1.25,200,66.4112,52.3003,0.41986,476.997,3.6875,1.548233,5.709108
344,65,1.25,200,70.065,54.8907,0.374188,451.093,3.578125,1.338891,4.79072
345,65,1.25,200,74.1581,58.4041,0.323023,415.959,3.46875,1.120488,3.886692
346,65,1.25,200,80.1106,62.3009,0.248618,376.991,3.359375,0.835199,2.805748
347,65,1.25,200,84.8384,65.4421,0.18952,345.579,3.25,0.615939,2.001803
348,65,1.25,200,30.9982,35.4812,0.862523,645.188,4.890625,4.218275,20.630001
349,65,1.25,200,35.9954,38.4247,0.800058,615.753,4.78125,3.825276,18.289602
350,65,1.25,200,40.6227,42.0354,0.742216,579.646,4.671875,3.467542,16.199924
351,65,1.25,200,43.1218,44.78,0.710977,552.2,4.5625,3.243834,14.799991
352,65,1.25,200,47.788,49.5358,0.65265,504.642,4.453125,2.906332,12.942258
353,65,1.25,200,54.0133,53.722,0.574833,462.78,4.34375,2.496932,10.846047
354,65,1.25,200,56.5219,57.0038,0.543476,429.962,4.234375,2.301282,9.744489
355,65,1.25,200,61.2572,59.3517,0.484286,406.483,4.125,1.997678,8.240421
356,65,1.25,200,66.9168,63.9132,0.41354,360.868,4.015625,1.660621,6.668431
357,65,1.25,200,71.8967,66.3769,0.351291,336.231,3.90625,1.372232,5.360281
358,65,1.25,200,76.1281,71.5031,0.298399,284.969,3.796875,1.132984,4.301799
359,65,1.25,200,80.1412,74.4423,0.248234,255.577,3.6875,0.915365,3.375407
360,65,1.25,200,85.3867,77.6573,0.182666,223.427,3.578125,0.653601,2.338666
361,65,1.25,200,90.0968,80.3929,0.123789,196.071,3.46875,0.429395,1.489462
362,65,1.25,200,94.5492,86.6688,0.068135,133.312,3.359375,0.228892,0.768933
363,65,1.25,200,97.0816,90.3988,0.036481,96.012,3.25,0.118562,0.385325
364,65,1.25,200,18.4494,13.9043,1.019382,860.957,4.890625,4.985417,24.381805
365,65,1.25,200,23.2506,17.4226,0.959368,825.774,4.78125,4.586978,21.931489
366,65,1.25,200,28.4963,22.0208,0.893796,779.792,4.671875,4.175704,19.508368
367,65,1.25,200,32.6612,25.1659,0.841735,748.341,4.5625,3.840414,17.521889
368,65,1.25,200,36.5808,28.7309,0.79274,712.691,4.453125,3.530173,15.7203
369,65,1.25,200,40.4277,32.7859,0.744653,672.141,4.34375,3.234587,14.050238
370,65,1.25,200,45.4935,35.2511,0.681332,647.489,4.234375,2.885014,12.21623
371,65,1.25,200,51.1552,39.9146,0.61056,600.854,4.125,2.518562,10.389068
372,65,1.25,200,55.3154,44.7851,0.558558,552.149,4.015625,2.24296,9.006885
373,65,1.25,200,58.6897,47.009,0.516379,529.91,3.90625,2.017105,7.879316
374,65,1.25,200,63.6501,50.0946,0.454374,499.054,3.796875,1.725202,6.550377
375,65,1.25,200,67.1502,53.8302,0.410622,461.698,3.6875,1.51417,5.583501
376,65,1.25,200,73.5434,58.3466,0.330707,416.534,3.578125,1.183312,4.234038
377,65,1.25,200,76.8022,60.7768,0.289973,392.232,3.46875,1.005843,3.489017
378,65,1.25,200,81.0917,65.0386,0.236354,349.614,3.359375,0.794002,2.66735
379,65,1.25,200,86.8001,68.998,0.164999,310.02,3.25,0.536247,1.742803
380,65,1.25,200,23.8711,20.1426,0.951612,798.574,4.890625,4.653976,22.760853
381,65,1.25,200,27.4176,24.1505,0.90728,758.495,4.78125,4.337933,20.740744
382,65,1.25,200,33.6196,27.2717,0.829755,727.283,4.671875,3.87651,18.110572
383,65,1.25,200,36.9774,29.5711,0.787782,704.289,4.5625,3.594256,16.398793
384,65,1.25,200,42.2079,33.1989,0.722401,668.011,4.453125,3.216941,14.325439
385,65,1.25,200,46.5288,37.7173,0.668391,622.827,4.34375,2.903322,12.611303
386,65,1.25,200,51.5006,41.493,0.606243,585.07,4.234375,2.56706,10.869896
387,65,1.25,200,55.3403,43.7644,0.558246,562.356,4.125,2.302764,9.4989
388,65,1.25,200,58.3812,49.5958,0.520235,504.042,4.015625,2.08907,8.388921
389,65,1.25,200,65.0685,52.721,0.436644,472.79,3.90625,1.705642,6.662664
390,65,1.25,200,69.1344,55.6297,0.38582,443.703,3.796875,1.46491,5.562079
391,65,1.25,200,73.8221,58.748,0.327224,412.52,3.6875,1.206637,4.449475
392,65,1.25,200,77.9972,61.7506,0.275035,382.494,3.578125,0.984109,3.521266
393,65,1.25,200,82.0138,66.395,0.224828,336.05,3.46875,0.779872,2.705182
394,65,1.25,200,86.7828,70.8419,0.165215,291.581,3.359375,0.555019,1.864517
395,65,1.25,200,91.2796,73.953,0.109004,260.47,3.25,0.354264,1.151359
396,65,1.25,200,17.4709,11.2435,1.031614,887.565,4.890625,5.045239,24.674372
397,65,1.25,200,22.1239,14.8832,0.973451,851.168,4.78125,4.654311,22.253425
398,65,1.25,200,26.5706,19.2443,0.917867,807.557,4.671875,4.288162,20.033757
399,65,1.25,200,32.146,22.148,0.848176,778.52,4.5625,3.869801,17.655968
400,65,1.25,200,36.2516,27.6123,0.796855,723.877,4.453125,3.548496,15.801897
401,65,1.25,200,40.7348,31.8974,0.740815,681.026,4.34375,3.217915,13.977818
402,65,1.25,200,43.5568,33.2447,0.70554,667.553,4.234375,2.987519,12.650275
403,65,1.25,200,48.1574,37.1374,0.648033,628.626,4.125,2.673136,11.026688
404,65,1.25,200,53.5635,42.5076,0.580456,574.924,4.015625,2.330895,9.36
405,65,1.25,200,57.4416,44.9613,0.53198,550.387,3.90625,2.078048,8.117375
406,65,1.25,200,62.1953,48.6119,0.472558,513.881,3.796875,1.794245,6.812525
407,65,1.25,200,67.156,53.8727,0.41055,461.273,3.6875,1.513903,5.582517
408,65,1.25,200,70.8421,56.6403,0.364474,433.597,3.578125,1.304135,4.666356
409,65,1.25,200,76.8349,60.1805,0.289564,398.195,3.46875,1.004425,3.484099
410,65,1.25,200,81.3597,64.1018,0.233003,358.982,3.359375,0.782746,2.629537
411,65,1.25,200,84.0244,66.6619,0.199695,333.381,3.25,0.649009,2.109278
412,65,1.25,200,21.6265,16.3821,0.979669,836.179,4.890625,4.791193,23.431931
413,65,1.25,200,24.8227,20.3299,0.939716,796.701,4.78125,4.493019,21.482249
414,65,1.25,200,30.4997,24.6899,0.868754,753.101,4.671875,4.058711,18.961792
415,65,1.25,200,35.6825,28.6844,0.803969,713.156,4.5625,3.668107,16.735739
416,65,1.25,200,40.3591,30.992,0.745511,690.08,4.453125,3.319855,14.783727
417,65,1.25,200,44.0676,34.4691,0.699155,655.309,4.34375,3.036956,13.191775
418,65,1.25,200,47.8074,40.4057,0.652407,595.943,4.234375,2.762538,11.697622
419,65,1.25,200,53.9301,42.9314,0.575873,570.686,4.125,2.375478,9.798845
420,65,1.25,200,56.4117,45.4332,0.544853,545.668,4.015625,2.187926,8.78589
421,65,1.25,200,63.0214,51.3681,0.462232,486.319,3.90625,1.805596,7.053108
422,65,1.25,200,66.6524,52.5671,0.416845,474.329,3.796875,1.582707,6.009342
423,65,1.25,200,72.029,56.9806,0.349637,430.194,3.6875,1.289286,4.754244
424,65,1.25,200,76.6075,61.3687,0.292406,386.313,3.578125,1.046265,3.743667
425,65,1.25,200,80.6054,65.3456,0.242432,346.544,3.46875,0.840937,2.917001
426,65,1.25,200,84.2559,67.1904,0.196801,328.096,3.359375,0.661129,2.220979
427,65,1.25,200,88.1899,71.2733,0.147626,287.267,3.25,0.479786,1.559305
428,65,1.25,200,16.3032,11.3146,1.04621,886.854,4.890625,5.116623,25.023485
429,65,1.25,200,20.9517,14.7788,0.988104,852.212,4.78125,4.724373,22.58841
430,65,1.25,200,25.1135,17.8669,0.936082,821.331,4.671875,4.373257,20.431309
431,65,1.25,200,30.1723,23.1277,0.872846,768.723,4.5625,3.982358,18.16951
432,65,1.25,200,33.5019,27.4531,0.831226,725.469,4.453125,3.701554,16.483484
433,65,1.25,200,36.9289,29.5738,0.788389,704.262,4.34375,3.424565,14.875455
434,65,1.25,200,43.3128,32.9287,0.70859,670.713,4.234375,3.000435,12.704966
435,65,1.25,200,47.6456,38.2736,0.65443,617.264,4.125,2.699523,11.135533
436,65,1.25,200,51.2521,41.391,0.609349,586.09,4.015625,2.446917,9.8259
437,65,1.25,200,54.8711,43.6153,0.564111,563.847,3.90625,2.203559,8.607654
438,65,1.25,200,61.6822,47.8487,0.478972,521.513,3.796875,1.818598,6.904991
439,65,1.25,200,64.6539,52.7352,0.441826,472.648,3.6875,1.629232,6.007794
440,65,1.25,200,69.3364,55.6281,0.383295,443.719,3.578125,1.371476,4.907312
441,65,1.25,200,74.3856,57.5899,0.32018,424.101,3.46875,1.110624,3.852476
442,65,1.25,200,78.7847,63.2096,0.265192,367.904,3.359375,0.890878,2.992793
443,65,1.25,200,83.5115,64.8297,0.206107,351.703,3.25,0.669847,2.177002
