architecture_id,family,variant,baseline_source,w_bits,m_bits,l_bits,k_bits,approximation_strategy,is_literature_baseline,selected_for_synthesis
254,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,5,7,LOA,0,0
255,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,6,6,LOA,0,0
256,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,7,5,LOA,0,0
257,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,8,4,LOA,0,0
258,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,9,3,LOA,0,0
259,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,10,2,LOA,0,0
260,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,11,1,LOA,0,0
261,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,1,10,LOA,0,0
262,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,2,9,LOA,0,0
263,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,3,8,LOA,0,0
264,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,4,7,LOA,0,0
265,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,5,6,LOA,0,0
266,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,6,5,LOA,0,0
267,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,7,4,LOA,0,0
268,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,8,3,LOA,0,0
269,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,9,2,LOA,0,0
270,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,10,1,LOA,0,0
271,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,1,9,LOA,0,0
272,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,2,8,LOA,0,0
273,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,3,7,LOA,0,0
274,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,4,6,LOA,0,0
275,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,5,5,LOA,0,1
276,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,6,4,LOA,0,0
277,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,7,3,LOA,0,0
278,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,8,2,LOA,0,0
279,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,9,1,LOA,0,0
280,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,1,8,LOA,0,0
281,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,2,7,LOA,0,0
282,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,3,6,LOA,0,0
283,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,4,5,LOA,0,1
284,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,5,4,LOA,0,0
285,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,6,3,LOA,0,0
286,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,7,2,LOA,0,0
287,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,7,8,1,LOA,0,0
288,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,1,7,LOA,0,0
289,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,2,6,LOA,0,0
290,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,3,5,LOA,0,1
291,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,4,4,LOA,0,0
292,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,5,3,LOA,0,0
293,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,6,2,LOA,0,0
294,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,8,7,1,LOA,0,0
295,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,1,6,LOA,0,0
296,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,2,5,LOA,0,0
297,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,3,4,LOA,0,0
298,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,4,3,LOA,0,0
299,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,5,2,LOA,0,0
300,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,9,6,1,LOA,0,0
301,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,1,5,LOA,0,1
302,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,2,4,LOA,0,0
303,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,3,3,LOA,0,0
304,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,4,2,LOA,0,0
305,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,10,5,1,LOA,0,0
306,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,1,4,LOA,0,0
307,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,2,3,LOA,0,0
308,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,3,2,LOA,0,0
309,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,11,4,1,LOA,0,0
310,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,1,3,LOA,0,1
311,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,2,2,LOA,0,0
312,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,12,3,1,LOA,0,0
313,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,13,1,2,LOA,0,0
314,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,13,2,1,LOA,0,0
315,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,14,1,1,LOA,0,0
316,Literature,COPY,synthetic_literature_baseline,16,,,1,COPY,1,1
317,Literature,COPY,synthetic_literature_baseline,16,,,2,COPY,1,1
318,Literature,COPY,synthetic_literature_baseline,16,,,3,COPY,1,1
319,Literature,COPY,synthetic_literature_baseline,16,,,4,COPY,1,1
320,Literature,COPY,synthetic_literature_baseline,16,,,5,COPY,1,1
321,Literature,COPY,synthetic_literature_baseline,16,,,6,COPY,1,1
322,Literature,COPY,synthetic_literature_baseline,16,,,7,COPY,1,1
323,Literature,COPY,synthetic_literature_baseline,16,,,8,COPY,1,1
324,Literature,COPY,synthetic_literature_baseline,16,,,9,COPY,1,1
325,Literature,COPY,synthetic_literature_baseline,16,,,10,COPY,1,1
326,Literature,COPY,synthetic_literature_baseline,16,,,11,COPY,1,1
327,Literature,COPY,synthetic_literature_baseline,16,,,12,COPY,1,1
328,Literature,COPY,synthetic_literature_baseline,16,,,13,COPY,1,1
329,Literature,COPY,synthetic_literature_baseline,16,,,14,COPY,1,1
330,Literature,COPY,synthetic_literature_baseline,16,,,15,COPY,1,1
331,Literature,COPY,synthetic_literature_baseline,16,,,16,COPY,1,1
332,Literature,LOA,synthetic_literature_baseline,16,,,1,LOA,1,1
333,Literature,LOA,synthetic_literature_baseline,16,,,2,LOA,1,1
334,Literature,LOA,synthetic_literature_baseline,16,,,3,LOA,1,1
335,Literature,LOA,synthetic_literature_baseline,16,,,4,LOA,1,1
336,Literature,LOA,synthetic_literature_baseline,16,,,5,LOA,1,1
337,Literature,LOA,synthetic_literature_baseline,16,,,6,LOA,1,1
338,Literature,LOA,synthetic_literature_baseline,16,,,7,LOA,1,1
339,Literature,LOA,synthetic_literature_baseline,16,,,8,LOA,1,1
340,Literature,LOA,synthetic_literature_baseline,16,,,9,LOA,1,1
341,Literature,LOA,synthetic_literature_baseline,16,,,10,LOA,1,1
342,Literature,LOA,synthetic_literature_baseline,16,,,11,LOA,1,1
343,Literature,LOA,synthetic_literature_baseline,16,,,12,LOA,1,1
344,Literature,LOA,synthetic_literature_baseline,16,,,13,LOA,1,1
345,Literature,LOA,synthetic_literature_baseline,16,,,14,LOA,1,1
346,Literature,LOA,synthetic_literature_baseline,16,,,15,LOA,1,1
347,Literature,LOA,synthetic_literature_baseline,16,,,16,LOA,1,1
348,Literature,TRUNC,synthetic_literature_baseline,16,,,1,TRUNC,1,1
349,Literature,TRUNC,synthetic_literature_baseline,16,,,2,TRUNC,1,1
350,Literature,TRUNC,synthetic_literature_baseline,16,,,3,TRUNC,1,1
351,Literature,TRUNC,synthetic_literature_baseline,16,,,4,TRUNC,1,1
352,Literature,TRUNC,synthetic_literature_baseline,16,,,5,TRUNC,1,1
353,Literature,TRUNC,synthetic_literature_baseline,16,,,6,TRUNC,1,1
354,Literature,TRUNC,synthetic_literature_baseline,16,,,7,TRUNC,1,1
355,Literature,TRUNC,synthetic_literature_baseline,16,,,8,TRUNC,1,1
356,Literature,TRUNC,synthetic_literature_baseline,16,,,9,TRUNC,1,1
357,Literature,TRUNC,synthetic_literature_baseline,16,,,10,TRUNC,1,1
358,Literature,TRUNC,synthetic_literature_baseline,16,,,11,TRUNC,1,1
359,Literature,TRUNC,synthetic_literature_baseline,16,,,12,TRUNC,1,1
360,Literature,TRUNC,synthetic_literature_baseline,16,,,13,TRUNC,1,1
361,Literature,TRUNC,synthetic_literature_baseline,16,,,14,TRUNC,1,1
362,Literature,TRUNC,synthetic_literature_baseline,16,,,15,TRUNC,1,1
363,Literature,TRUNC,synthetic_literature_baseline,16,,,16,TRUNC,1,1
364,Literature,LDCA,synthetic_literature_baseline,16,,,1,LDCA,1,1
365,Literature,LDCA,synthetic_literature_baseline,16,,,2,LDCA,1,1
366,Literature,LDCA,synthetic_literature_baseline,16,,,3,LDCA,1,1
367,Literature,LDCA,synthetic_literature_baseline,16,,,4,LDCA,1,1
368,Literature,LDCA,synthetic_literature_baseline,16,,,5,LDCA,1,1
369,Literature,LDCA,synthetic_literature_baseline,16,,,6,LDCA,1,1
370,Literature,LDCA,synthetic_literature_baseline,16,,,7,LDCA,1,1
371,Literature,LDCA,synthetic_literature_baseline,16,,,8,LDCA,1,1
372,Literature,LDCA,synthetic_literature_baseline,16,,,9,LDCA,1,1
373,Literature,LDCA,synthetic_literature_baseline,16,,,10,LDCA,1,1
374,Literature,LDCA,synthetic_literature_baseline,16,,,11,LDCA,1,1
375,Literature,LDCA,synthetic_literature_baseline,16,,,12,LDCA,1,1
376,Literature,LDCA,synthetic_literature_baseline,16,,,13,LDCA,1,1
377,Literature,LDCA,synthetic_literature_baseline,16,,,14,LDCA,1,1
378,Literature,LDCA,synthetic_literature_baseline,16,,,15,LDCA,1,1
379,Literature,LDCA,synthetic_literature_baseline,16,,,16,LDCA,1,1
380,Literature,LZTA,synthetic_literature_baseline,16,,,1,LZTA,1,1
381,Literature,LZTA,synthetic_literature_baseline,16,,,2,LZTA,1,1
382,Literature,LZTA,synthetic_literature_baseline,16,,,3,LZTA,1,1
383,Literature,LZTA,synthetic_literature_baseline,16,,,4,LZTA,1,1
384,Literature,LZTA,synthetic_literature_baseline,16,,,5,LZTA,1,1
385,Literature,LZTA,synthetic_literature_baseline,16,,,6,LZTA,1,1
386,Literature,LZTA,synthetic_literature_baseline,16,,,7,LZTA,1,1
387,Literature,LZTA,synthetic_literature_baseline,16,,,8,LZTA,1,1
388,Literature,LZTA,synthetic_literature_baseline,16,,,9,LZTA,1,1
389,Literature,LZTA,synthetic_literature_baseline,16,,,10,LZTA,1,1
390,Literature,LZTA,synthetic_literature_baseline,16,,,11,LZTA,1,1
391,Literature,LZTA,synthetic_literature_baseline,16,,,12,LZTA,1,1
392,Literature,LZTA,synthetic_literature_baseline,16,,,13,LZTA,1,1
393,Literature,LZTA,synthetic_literature_baseline,16,,,14,LZTA,1,1
394,Literature,LZTA,synthetic_literature_baseline,16,,,15,LZTA,1,1
395,Literature,LZTA,synthetic_literature_baseline,16,,,16,LZTA,1,1
396,Literature,M-HEAA,synthetic_literature_baseline,16,,,1,M-HEAA,1,1
397,Literature,M-HEAA,synthetic_literature_baseline,16,,,2,M-HEAA,1,1
398,Literature,M-HEAA,synthetic_literature_baseline,16,,,3,M-HEAA,1,1
399,Literature,M-HEAA,synthetic_literature_baseline,16,,,4,M-HEAA,1,1
400,Literature,M-HEAA,synthetic_literature_baseline,16,,,5,M-HEAA,1,1
401,Literature,M-HEAA,synthetic_literature_baseline,16,,,6,M-HEAA,1,1
402,Literature,M-HEAA,synthetic_literature_baseline,16,,,7,M-HEAA,1,1
403,Literature,M-HEAA,synthetic_literature_baseline,16,,,8,M-HEAA,1,1
404,Literature,M-HEAA,synthetic_literature_baseline,16,,,9,M-HEAA,1,1
405,Literature,M-HEAA,synthetic_literature_baseline,16,,,10,M-HEAA,1,1
406,Literature,M-HEAA,synthetic_literature_baseline,16,,,11,M-HEAA,1,1
407,Literature,M-HEAA,synthetic_literature_baseline,16,,,12,M-HEAA,1,1
408,Literature,M-HEAA,synthetic_literature_baseline,16,,,13,M-HEAA,1,1
409,Literature,M-HEAA,synthetic_literature_baseline,16,,,14,M-HEAA,1,1
410,Literature,M-HEAA,synthetic_literature_baseline,16,,,15,M-HEAA,1,1
411,Literature,M-HEAA,synthetic_literature_baseline,16,,,16,M-HEAA,1,1
412,Literature,AxPPA,synthetic_literature_baseline,16,,,1,AxPPA,1,1
413,Literature,AxPPA,synthetic_literature_baseline,16,,,2,AxPPA,1,1
414,Literature,AxPPA,synthetic_literature_baseline,16,,,3,AxPPA,1,1
415,Literature,AxPPA,synthetic_literature_baseline,16,,,4,AxPPA,1,1
416,Literature,AxPPA,synthetic_literature_baseline,16,,,5,AxPPA,1,1
417,Literature,AxPPA,synthetic_literature_baseline,16,,,6,AxPPA,1,1
418,Literature,AxPPA,synthetic_literature_baseline,16,,,7,AxPPA,1,1
419,Literature,AxPPA,synthetic_literature_baseline,16,,,8,AxPPA,1,1
420,Literature,AxPPA,synthetic_literature_baseline,16,,,9,AxPPA,1,1
421,Literature,AxPPA,synthetic_literature_baseline,16,,,10,AxPPA,1,1
422,Literature,AxPPA,synthetic_literature_baseline,16,,,11,AxPPA,1,1
423,Literature,AxPPA,synthetic_literature_baseline,16,,,12,AxPPA,1,1
424,Literature,AxPPA,synthetic_literature_baseline,16,,,13,AxPPA,1,1
425,Literature,AxPPA,synthetic_literature_baseline,16,,,14,AxPPA,1,1
426,Literature,AxPPA,synthetic_literature_baseline,16,,,15,AxPPA,1,1
427,Literature,AxPPA,synthetic_literature_baseline,16,,,16,AxPPA,1,1
428,Literature,HOERAA,synthetic_literature_baseline,16,,,1,HOERAA,1,1
429,Literature,HOERAA,synthetic_literature_baseline,16,,,2,HOERAA,1,1
430,Literature,HOERAA,synthetic_literature_baseline,16,,,3,HOERAA,1,1
431,Literature,HOERAA,synthetic_literature_baseline,16,,,4,HOERAA,1,1
432,Literature,HOERAA,synthetic_literature_baseline,16,,,5,HOERAA,1,1
433,Literature,HOERAA,synthetic_literature_baseline,16,,,6,HOERAA,1,1
434,Literature,HOERAA,synthetic_literature_baseline,16,,,7,HOERAA,1,1
435,Literature,HOERAA,synthetic_literature_baseline,16,,,8,HOERAA,1,1
436,Literature,HOERAA,synthetic_literature_baseline,16,,,9,HOERAA,1,1
437,Literature,HOERAA,synthetic_literature_baseline,16,,,10,HOERAA,1,1
438,Literature,HOERAA,synthetic_literature_baseline,16,,,11,HOERAA,1,1
439,Literature,HOERAA,synthetic_literature_baseline,16,,,12,HOERAA,1,1
440,Literature,HOERAA,synthetic_literature_baseline,16,,,13,HOERAA,1,1
441,Literature,HOERAA,synthetic_literature_baseline,16,,,14,HOERAA,1,1
442,Literature,HOERAA,synthetic_literature_baseline,16,,,15,HOERAA,1,1
443,Literature,HOERAA,synthetic_literature_baseline,16,,,16,HOERAA,1,1
