architecture_id,family,variant,baseline_source,w_bits,m_bits,l_bits,k_bits,approximation_strategy,is_literature_baseline,selected_for_synthesis,input_vectors,ssim,ncc,mae,mre,mred,accuracy_rank,technology_node_nm,supply_voltage,clock_mhz,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,normalized_error,normalized_energy_saving,normalized_area_saving,balanced_score,pareto_optimal_energy_error,pareto_optimal_area_error
91,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,10,1,5,COPY,0,1,1000000,0.986832,0.994664,1649.873,0.027731,0.017221,200,65,1.25,200,47.047,35.5008,0.661913,644.992,4.453125,2.94758,13.125944,0.956919,0.480071,0.392713,0.677181,0,0
92,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,10,2,4,COPY,0,0,1000000,0.991153,0.996419,1082.733,0.018717,0.010606,155,65,1.25,200,43.0335,32.5014,0.712082,674.986,4.5625,3.248872,14.822978,0.973467,0.439117,0.359534,0.663658,0,0
93,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,10,3,3,COPY,0,0,1000000,0.99571,0.998258,529.508,0.008951,0.006566,122,65,1.25,200,39.3116,28.3291,0.758606,716.709,4.671875,3.544111,16.557642,0.983574,0.401139,0.313379,0.645683,0,0
94,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,10,4,2,COPY,0,0,1000000,0.997486,0.998981,302.791,0.005283,0.003423,79,65,1.25,200,34.3189,25.582,0.821014,744.18,4.78125,3.925472,18.768662,0.991437,0.350193,0.28299,0.625312,0,0
95,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,10,5,1,COPY,0,0,1000000,0.998938,0.999573,144.157,0.00232,0.00045,7,65,1.25,200,29.2113,21.777,0.884858,782.23,4.890625,4.327511,21.164231,0.998874,0.298074,0.240899,0.601999,0,0
96,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,11,1,4,COPY,0,0,1000000,0.991216,0.996439,1066.007,0.018454,0.011986,176,65,1.25,200,42.3746,30.6739,0.720318,693.261,4.5625,3.28645,14.994429,0.970015,0.432394,0.339318,0.655708,0,0
97,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,11,2,3,COPY,0,0,1000000,0.995379,0.998128,552.476,0.009738,0.005969,115,65,1.25,200,36.541,28.7224,0.793237,712.776,4.671875,3.705905,17.313524,0.985068,0.372867,0.31773,0.63733,0,0
98,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,11,3,2,COPY,0,0,1000000,0.997342,0.998924,326.464,0.00562,0.003218,75,65,1.25,200,32.9196,24.4336,0.838505,755.664,4.78125,4.009103,19.168525,0.99195,0.335914,0.270287,0.618005,0,0
99,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,11,4,1,COPY,0,0,1000000,0.998845,0.999534,148.243,0.002478,0.000981,26,65,1.25,200,28.523,20.7705,0.893462,792.295,4.890625,4.369589,21.370022,0.997546,0.291051,0.229765,0.596717,0,0
100,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,12,1,3,COPY,0,1,1000000,0.996029,0.998389,543.502,0.008334,0.005522,111,65,1.25,200,36.1278,27.2871,0.798402,727.129,4.671875,3.730035,17.42626,0.986186,0.368651,0.301852,0.633182,0,0
101,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,12,2,2,COPY,0,0,1000000,0.997245,0.998886,385.605,0.005856,0.002991,73,65,1.25,200,33.3475,23.5246,0.833156,764.754,4.78125,3.983527,19.046237,0.992518,0.340281,0.260231,0.617777,0,0
102,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,12,3,1,COPY,0,0,1000000,0.999167,0.999666,88.14,0.00184,0.000131,2,65,1.25,200,28.6089,20.7879,0.892388,792.121,4.890625,4.364337,21.344337,0.999672,0.291928,0.229958,0.598019,1,1
103,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,13,1,2,COPY,0,0,1000000,0.998096,0.999224,272.38,0.003906,0.003654,84,65,1.25,200,30.485,24.4879,0.868938,755.121,4.78125,4.15461,19.86423,0.990859,0.311071,0.270887,0.608939,0,0
104,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,13,2,1,COPY,0,0,1000000,0.998806,0.999516,132.723,0.002512,0.001588,43,65,1.25,200,26.7287,21.3038,0.915892,786.962,4.890625,4.479284,21.906496,0.996027,0.272742,0.235665,0.590805,0,0
105,M-AxPPA,M-AxPPA-COPY,synthetic_from_public_paper_structure,16,14,1,1,COPY,0,0,1000000,0.999768,0.999907,65.551,0.000516,0.0,1,65,1.25,200,25.9464,18.4083,0.92567,815.917,4.890625,4.527105,22.140375,1.0,0.264759,0.203634,0.583393,1,1
106,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,1,14,TRUNC,0,0,1000000,0.835,0.932,20460.0,0.362,0.2249502547796642,436,65,1.25,200,98.0,84.7175,0.025,152.825,3.46875,0.086719,0.300806,0.43725,1.0,0.937153,0.734193,1,1
107,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,2,13,TRUNC,0,0,1000000,0.852603,0.940261,17738.152,0.310212,0.195033,432,65,1.25,200,95.1608,80.0103,0.06049,199.897,3.578125,0.216443,0.774458,0.512093,0.971029,0.885081,0.747318,0,0
108,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,3,12,TRUNC,0,0,1000000,0.873254,0.948637,15277.861,0.266891,0.166128,425,65,1.25,200,90.0027,77.2431,0.124966,227.569,3.6875,0.460812,1.699243,0.584404,0.918395,0.85447,0.755314,0,0
109,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,4,11,TRUNC,0,0,1000000,0.89455,0.957262,12679.213,0.221923,0.139609,416,65,1.25,200,87.4392,74.7963,0.15701,252.037,3.796875,0.596148,2.263498,0.650745,0.892237,0.827404,0.770599,0,1
110,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,5,10,TRUNC,0,0,1000000,0.911584,0.964171,10689.352,0.186199,0.115667,402,65,1.25,200,82.4615,71.6965,0.219232,283.035,3.90625,0.856374,3.34521,0.71064,0.841444,0.793113,0.772916,0,1
111,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,6,9,TRUNC,0,0,1000000,0.928307,0.970951,8684.342,0.151068,0.09282,383,65,1.25,200,77.7367,68.0098,0.278291,319.902,4.015625,1.117512,4.487508,0.767796,0.793232,0.752331,0.773605,0,0
112,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,7,8,TRUNC,0,1,1000000,0.94398,0.977294,6799.878,0.117862,0.074551,366,65,1.25,200,72.8804,62.8148,0.338995,371.852,4.125,1.398355,5.768214,0.813498,0.743678,0.694863,0.765334,0,0
113,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,8,7,TRUNC,0,0,1000000,0.95686,0.982515,5223.795,0.090778,0.057257,334,65,1.25,200,67.5949,59.5514,0.405064,404.486,4.234375,1.715194,7.262776,0.856762,0.689744,0.658763,0.758706,0,0
114,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,9,6,TRUNC,0,0,1000000,0.968035,0.987045,3863.066,0.067272,0.042328,300,65,1.25,200,64.4625,55.9236,0.444218,440.764,4.34375,1.929574,8.381587,0.89411,0.657781,0.618632,0.756299,0,0
115,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,10,5,TRUNC,0,0,1000000,0.978004,0.991087,2674.721,0.046344,0.028535,255,65,1.25,200,59.3484,53.5705,0.508145,464.295,4.453125,2.262833,10.076679,0.928615,0.605596,0.592602,0.748356,0,1
116,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,11,4,TRUNC,0,0,1000000,0.984603,0.993762,1872.069,0.032456,0.01979,220,65,1.25,200,55.4007,50.7696,0.557492,492.304,4.5625,2.543556,11.604974,0.950492,0.565313,0.561618,0.737905,0,1
117,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,12,3,TRUNC,0,0,1000000,0.991002,0.996358,1156.697,0.019048,0.01066,157,65,1.25,200,50.3937,46.1539,0.620079,538.461,4.671875,2.896932,13.534103,0.973332,0.514221,0.510559,0.720089,0,1
118,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,13,2,TRUNC,0,0,1000000,0.995409,0.998139,543.294,0.009665,0.006041,116,65,1.25,200,45.1204,45.3989,0.685995,546.011,4.78125,3.279912,15.68208,0.984887,0.460412,0.502207,0.704785,0,1
119,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,1,14,1,TRUNC,0,1,1000000,0.997448,0.998975,365.829,0.005572,0.001118,30,65,1.25,200,41.5565,40.7594,0.730543,592.406,4.890625,3.572813,17.47329,0.997203,0.424046,0.450884,0.687334,1,1
120,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,1,13,TRUNC,0,1,1000000,0.852594,0.940264,17713.367,0.310382,0.193346,430,65,1.25,200,96.25,84.46,0.046875,155.4,3.578125,0.167725,0.60014,0.516313,0.982143,0.934304,0.762952,1,1
121,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,2,12,TRUNC,0,0,1000000,0.873703,0.948821,15204.685,0.265986,0.16509,423,65,1.25,200,89.2583,77.8227,0.134272,221.773,3.6875,0.495127,1.825783,0.587,0.910799,0.860882,0.755106,0,1
122,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,3,11,TRUNC,0,0,1000000,0.893996,0.957043,12772.069,0.22322,0.138863,414,65,1.25,200,86.076,73.0474,0.17405,269.526,3.796875,0.660847,2.509152,0.652611,0.878327,0.808057,0.762701,0,1
123,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,4,10,TRUNC,0,0,1000000,0.912579,0.96457,10496.583,0.184008,0.115436,401,65,1.25,200,81.6198,69.4396,0.229753,305.604,3.90625,0.897473,3.505752,0.711218,0.832855,0.768147,0.765177,0,0
124,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,5,9,TRUNC,0,0,1000000,0.928205,0.970909,8689.189,0.15125,0.093319,385,65,1.25,200,77.5477,67.3472,0.280653,326.528,4.015625,1.126999,4.525604,0.766547,0.791303,0.745001,0.770903,0,0
125,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,6,8,TRUNC,0,0,1000000,0.943215,0.97699,6858.586,0.119601,0.074104,364,65,1.25,200,72.4293,62.3595,0.344634,376.405,4.125,1.421617,5.864168,0.814617,0.739074,0.689827,0.763219,0,0
126,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,7,7,TRUNC,0,0,1000000,0.957152,0.982633,5178.363,0.090158,0.056908,333,65,1.25,200,68.6659,59.7488,0.391676,402.512,4.234375,1.658504,7.022726,0.857635,0.700672,0.660947,0.763361,0,0
127,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,8,6,TRUNC,0,0,1000000,0.968093,0.987068,3894.736,0.067135,0.04239,301,65,1.25,200,63.9857,55.3802,0.450179,446.198,4.34375,1.955463,8.494044,0.893954,0.652915,0.612621,0.753324,0,0
128,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,9,5,TRUNC,0,0,1000000,0.977696,0.990963,2718.844,0.047012,0.028723,258,65,1.25,200,57.5511,52.3409,0.530611,476.591,4.453125,2.362878,10.522189,0.928145,0.587256,0.579,0.739005,0,0
129,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,10,4,TRUNC,0,0,1000000,0.985356,0.994069,1772.44,0.030907,0.018404,212,65,1.25,200,53.1014,49.5035,0.586232,504.965,4.5625,2.674684,12.203247,0.953959,0.541851,0.547612,0.728452,0,1
130,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,11,3,TRUNC,0,0,1000000,0.991332,0.996486,1085.744,0.018222,0.011698,174,65,1.25,200,49.8618,46.2564,0.626728,537.436,4.671875,2.927994,13.679223,0.970736,0.508794,0.511693,0.717247,0,0
131,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,12,2,TRUNC,0,0,1000000,0.995015,0.997985,611.098,0.010602,0.00535,110,65,1.25,200,45.8707,44.4808,0.676617,555.192,4.78125,3.235073,15.467694,0.986616,0.468068,0.492051,0.706211,1,1
132,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,2,13,1,TRUNC,0,0,1000000,0.998107,0.99924,230.99,0.004142,0.000718,16,65,1.25,200,41.0959,39.3642,0.736302,606.358,4.890625,3.600975,17.61102,0.998204,0.419346,0.43545,0.683053,1,0
133,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,1,12,TRUNC,0,1,1000000,0.87416,0.949002,15148.761,0.264927,0.165579,424,65,1.25,200,89.8398,76.0174,0.127003,239.826,3.6875,0.468323,1.726943,0.585777,0.916733,0.840912,0.752638,0,0
134,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,2,11,TRUNC,0,0,1000000,0.894129,0.957096,12725.986,0.222918,0.138933,415,65,1.25,200,84.0692,72.0104,0.199136,279.896,3.796875,0.756093,2.870789,0.652436,0.857849,0.796586,0.753161,0,0
135,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,3,10,TRUNC,0,0,1000000,0.912344,0.964474,10587.978,0.184501,0.115777,403,65,1.25,200,80.5022,69.2572,0.243722,307.428,3.90625,0.95204,3.718906,0.710365,0.821451,0.76613,0.760398,0,0
136,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,4,9,TRUNC,0,0,1000000,0.929336,0.971365,8535.567,0.14882,0.092368,382,65,1.25,200,75.0797,67.174,0.311503,328.26,4.015625,1.250881,5.023069,0.768926,0.766119,0.743085,0.762776,0,0
137,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,5,8,TRUNC,0,0,1000000,0.943464,0.977092,6867.264,0.119111,0.073389,361,65,1.25,200,70.4982,63.0695,0.368773,369.305,4.125,1.521187,6.274896,0.816405,0.719369,0.697681,0.758698,0,0
138,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,6,7,TRUNC,0,0,1000000,0.956307,0.982295,5276.195,0.092039,0.056882,332,65,1.25,200,67.3108,59.6069,0.408615,403.931,4.234375,1.730231,7.326446,0.8577,0.686845,0.659377,0.758236,0,0
139,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,7,6,TRUNC,0,0,1000000,0.968389,0.987193,3828.106,0.066629,0.040699,287,65,1.25,200,63.0564,56.1781,0.461794,438.219,4.34375,2.005919,8.713213,0.898185,0.643433,0.621447,0.753674,0,1
140,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,8,5,TRUNC,0,0,1000000,0.977491,0.990877,2712.449,0.047374,0.02976,265,65,1.25,200,58.4681,51.3669,0.519149,486.331,4.453125,2.311836,10.294895,0.92555,0.596613,0.568225,0.738957,0,0
141,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,9,4,TRUNC,0,0,1000000,0.985387,0.994079,1770.671,0.030781,0.019028,216,65,1.25,200,52.0497,49.7711,0.599378,502.289,4.5625,2.734664,12.476903,0.952398,0.531119,0.550573,0.724586,0,1
142,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,10,3,TRUNC,0,0,1000000,0.99107,0.996385,1088.663,0.018888,0.010762,159,65,1.25,200,48.778,46.4857,0.640275,535.143,4.671875,2.991285,13.974908,0.973077,0.497735,0.514229,0.714938,0,1
143,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,11,2,TRUNC,0,0,1000000,0.995472,0.998172,596.095,0.009699,0.004086,89,65,1.25,200,44.6876,42.5164,0.691405,574.836,4.78125,3.305782,15.805768,0.989778,0.455996,0.47032,0.699063,1,1
144,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,3,12,1,TRUNC,0,0,1000000,0.997874,0.999146,270.515,0.004646,0.000887,22,65,1.25,200,39.8336,39.432,0.75208,605.68,4.890625,3.678143,17.988416,0.997781,0.406465,0.4362,0.678504,0,0
145,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,1,11,TRUNC,0,1,1000000,0.894553,0.957262,12692.142,0.221889,0.139921,417,65,1.25,200,84.5083,71.3486,0.193646,286.514,3.796875,0.73525,2.791651,0.649965,0.86233,0.789265,0.752152,0,0
146,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,2,10,TRUNC,0,0,1000000,0.913042,0.964759,10511.288,0.183069,0.11443,399,65,1.25,200,80.7522,68.5772,0.240597,314.228,3.90625,0.939833,3.671225,0.713735,0.824002,0.758607,0.761303,0,0
147,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,3,9,TRUNC,0,0,1000000,0.928967,0.971212,8587.163,0.149518,0.093758,386,65,1.25,200,75.8406,65.8305,0.301992,341.695,4.015625,1.212687,4.869697,0.765449,0.773884,0.728223,0.760956,0,0
148,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,4,8,TRUNC,0,0,1000000,0.943039,0.97692,6928.776,0.120014,0.073866,363,65,1.25,200,70.0763,60.8043,0.374046,391.957,4.125,1.542939,6.364622,0.815212,0.715064,0.672623,0.751643,0,0
149,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,5,7,TRUNC,0,0,1000000,0.956197,0.982252,5330.363,0.092298,0.056717,330,65,1.25,200,64.9594,58.5184,0.438007,414.816,4.234375,1.854687,7.853441,0.858113,0.662851,0.647336,0.747616,0,0
150,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,6,6,TRUNC,0,0,1000000,0.967987,0.987026,3894.974,0.067383,0.042267,298,65,1.25,200,61.431,54.5463,0.482113,454.537,4.34375,2.094179,9.096589,0.894262,0.626847,0.603396,0.742494,0,0
151,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,7,5,TRUNC,0,0,1000000,0.977005,0.990684,2806.956,0.048478,0.029504,263,65,1.25,200,57.1779,51.5377,0.535277,484.623,4.453125,2.383654,10.614711,0.926191,0.583448,0.570115,0.735016,0,0
152,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,8,4,TRUNC,0,0,1000000,0.985703,0.994208,1770.633,0.030153,0.018219,210,65,1.25,200,52.8991,49.4058,0.588762,505.942,4.5625,2.686225,12.255901,0.954422,0.539787,0.546532,0.727722,0,1
153,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,9,3,TRUNC,0,0,1000000,0.991049,0.996377,1121.876,0.018933,0.010772,160,65,1.25,200,48.694,46.7685,0.641325,532.315,4.671875,2.996191,13.997829,0.973052,0.496878,0.517358,0.715252,0,1
154,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,10,2,TRUNC,0,0,1000000,0.9987,0.9993,10300.0,0.0202,0.004186216707729472,93,65,1.25,200,42.3951,41.7625,0.720061,582.375,4.78125,3.442794,16.460857,0.989527,0.432603,0.461981,0.689095,0,0
155,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,4,11,1,TRUNC,0,0,1000000,0.998604,0.999437,186.067,0.002989,0.001269,35,65,1.25,200,38.8823,38.306,0.763971,616.94,4.890625,3.736295,18.272816,0.996825,0.396758,0.423745,0.672186,0,0
156,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,1,10,TRUNC,0,0,1000000,0.912999,0.964742,10504.699,0.183171,0.11435,398,65,1.25,200,78.8102,67.3489,0.264873,326.511,3.90625,1.03466,4.041641,0.713935,0.804186,0.74502,0.75174,0,0
157,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,2,9,TRUNC,0,0,1000000,0.928763,0.971136,8599.551,0.150105,0.092239,381,65,1.25,200,73.7388,63.5586,0.328266,364.414,4.015625,1.318191,5.293362,0.769249,0.752437,0.703091,0.750133,0,0
158,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,3,8,TRUNC,0,0,1000000,0.94373,0.977198,6784.663,0.118515,0.073463,362,65,1.25,200,69.2934,61.0506,0.383833,389.494,4.125,1.58331,6.531153,0.81622,0.707076,0.675347,0.749845,0,0
159,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,4,7,TRUNC,0,0,1000000,0.956885,0.982525,5230.484,0.090721,0.057258,335,65,1.25,200,65.5269,57.3577,0.430914,426.423,4.234375,1.82465,7.726253,0.85676,0.668642,0.634496,0.746466,0,0
160,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,5,6,TRUNC,0,0,1000000,0.967802,0.986952,3935.542,0.067793,0.042276,299,65,1.25,200,61.5799,53.7972,0.480252,462.028,4.34375,2.086093,9.061468,0.89424,0.628366,0.59511,0.741358,0,0
161,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,6,5,TRUNC,0,0,1000000,0.977837,0.991023,2700.34,0.046765,0.027985,252,65,1.25,200,55.7421,51.655,0.553224,483.45,4.453125,2.463575,10.970606,0.929991,0.568797,0.571412,0.731857,0,1
162,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,7,4,TRUNC,0,0,1000000,0.985062,0.993947,1870.495,0.031473,0.019388,218,65,1.25,200,51.1599,48.8617,0.610501,511.383,4.5625,2.785412,12.708444,0.951498,0.52204,0.540513,0.71899,0,0
163,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,8,3,TRUNC,0,0,1000000,0.991574,0.996585,1047.464,0.017731,0.011181,168,65,1.25,200,47.0583,44.8537,0.661771,551.463,4.671875,3.09171,14.444084,0.972029,0.480187,0.496176,0.704714,0,0
164,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,9,2,TRUNC,0,0,1000000,0.995676,0.998253,526.258,0.009216,0.004429,102,65,1.25,200,42.5126,40.9639,0.718592,590.361,4.78125,3.435768,16.427263,0.98892,0.433802,0.453147,0.687474,0,0
165,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,5,10,1,TRUNC,0,0,1000000,0.998481,0.99939,188.383,0.003318,0.000644,15,65,1.25,200,36.8244,39.4342,0.789695,605.658,4.890625,3.862104,18.888101,0.998389,0.375759,0.436225,0.668036,1,1
166,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,1,9,TRUNC,0,0,1000000,0.928848,0.971168,8566.342,0.149861,0.092876,384,65,1.25,200,73.5912,65.3692,0.33011,346.308,4.015625,1.325598,5.323106,0.767655,0.750931,0.72312,0.752895,0,0
167,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,2,8,TRUNC,0,0,1000000,0.943929,0.97728,6795.966,0.118127,0.072843,360,65,1.25,200,68.3476,60.3381,0.395655,396.619,4.125,1.632077,6.732318,0.817771,0.697424,0.667466,0.745589,0,0
168,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,3,7,TRUNC,0,0,1000000,0.957532,0.982788,5153.084,0.089379,0.056193,327,65,1.25,200,63.4057,57.4232,0.457429,425.768,4.234375,1.936926,8.201672,0.859424,0.646997,0.635221,0.740234,0,0
169,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,4,6,TRUNC,0,0,1000000,0.968797,0.987351,3762.672,0.065625,0.041804,294,65,1.25,200,60.8551,54.5569,0.489311,454.431,4.34375,2.125445,9.232401,0.89542,0.62097,0.603514,0.740982,0,0
170,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,5,5,TRUNC,0,1,1000000,0.977798,0.991007,2707.129,0.046846,0.02803,253,65,1.25,200,55.32,50.9152,0.5585,490.848,4.453125,2.487068,11.075227,0.929878,0.56449,0.563229,0.728662,0,0
171,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,6,4,TRUNC,0,0,1000000,0.98591,0.994291,1754.1,0.029685,0.018291,211,65,1.25,200,51.677,47.3066,0.604038,526.934,4.5625,2.755923,12.573899,0.954242,0.527316,0.52331,0.718632,0,0
172,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,7,3,TRUNC,0,0,1000000,0.991702,0.996636,1054.384,0.017448,0.011146,167,65,1.25,200,47.2148,44.8245,0.659815,551.755,4.671875,3.082575,14.401405,0.972116,0.481784,0.495853,0.705247,0,0
173,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,8,2,TRUNC,0,0,1000000,0.996235,0.998478,441.583,0.008001,0.004108,90,65,1.25,200,42.3833,40.4996,0.720209,595.004,4.78125,3.443501,16.464238,0.989723,0.432483,0.44801,0.686346,0,0
174,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,6,9,1,TRUNC,0,0,1000000,0.998338,0.999325,197.865,0.003467,0.002542,66,65,1.25,200,36.9645,37.7593,0.787943,622.407,4.890625,3.853536,18.8462,0.993641,0.377189,0.417697,0.662694,0,0
175,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,1,8,TRUNC,0,0,1000000,0.943705,0.977186,6820.121,0.118513,0.074106,365,65,1.25,200,67.5328,60.274,0.40584,397.26,4.125,1.67409,6.905622,0.814612,0.68911,0.666757,0.741115,0,0
176,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,2,7,TRUNC,0,0,1000000,0.95658,0.982403,5237.972,0.091399,0.05726,336,65,1.25,200,62.6952,56.8244,0.46631,431.756,4.234375,1.97453,8.360901,0.856755,0.639747,0.628597,0.73517,0,0
177,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,3,6,TRUNC,0,0,1000000,0.96892,0.987405,3751.593,0.065442,0.04078,288,65,1.25,200,59.8064,52.8832,0.502419,471.168,4.34375,2.182384,9.479732,0.897982,0.610269,0.584999,0.734686,0,0
178,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,4,5,TRUNC,0,1,1000000,0.977551,0.990904,2720.272,0.047307,0.029014,260,65,1.25,200,55.7988,50.6926,0.552515,493.074,4.453125,2.460417,10.956546,0.927417,0.569376,0.560766,0.728772,0,0
179,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,5,4,TRUNC,0,0,1000000,0.985291,0.99404,1780.126,0.030986,0.019128,217,65,1.25,200,49.1633,48.2052,0.635459,517.948,4.5625,2.899282,13.227975,0.952148,0.501666,0.53325,0.7107,0,0
180,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,6,3,TRUNC,0,0,1000000,0.99147,0.996543,1026.478,0.01797,0.011094,165,65,1.25,200,45.2766,44.3882,0.684042,556.118,4.671875,3.19576,14.930191,0.972247,0.462006,0.491026,0.697418,0,0
